label,question,sentence
0,Who is a god of plague?,"The role of Apollo as god of plague is evident in the invocation of Apollo Smintheus (""mouse Apollo"") by Chryses, the Trojan priest of Apollo, with the purpose of sending a plague against the Greeks (the reasoning behind a god of the plague becoming a god of healing is of course apotropaic, meaning that the god responsible for bringing the plague must be appeased in order to remove the plague)."
0,What is common apparel in lucha libre?,"Some can be unrealistic and cartoon-like (such as Doink the Clown), while others carry more verisimilitude and can be seen as exaggerated versions of the performer's real life personality (such as Chris Jericho, The Rock, John Cena, Stone Cold Steve Austin, and CM Punk)."
1,What did Russia do between 1864-1885?,"Between 1864 and 1885 Russia gradually took control of the entire territory of Russian Turkestan, the Tajikistan portion of which had been controlled by the Emirate of Bukhara and Khanate of Kokand."
1,"In the Bermuda land mass, how many islands are named ""Long Island""?","Despite the small land mass, place names are repeated; there are, for example, two islands named Long Island, three bays named Long Bay (on Somerset, Main, and Cooper's islands), two Horseshoe Bays (one in Southampton, on the Main Island, the other at Morgan's Point, formerly Tucker's Island), there are two roads through cuttings called Khyber Pass (one in Warwick, the other in St. George's Parish), and St George's Town is located on St George's Island within St George's Parish (each known as St George's)."
0,How was Draza executed?,"Yugoslav intelligence was charged with imprisoning and bringing to trial large numbers of Nazi collaborators; controversially, this included Catholic clergymen due to the widespread involvement of Croatian Catholic clergy with the Ustaša regime."
1,When was Morrisania created?,"In 1846, a new town, West Farms, was created by division of Westchester; in turn, in 1855, the town of Morrisania was created from West Farms."
0,What do some non-single-sex polychaetes do?,"In a few species the rear of the body splits off and becomes a separate individual that lives just long enough to swim to a suitable environment, usually near the surface, and spawn."
1,What eliminated comparability?,"Still, it remained difficult for manufactures to reliably determine film speeds, often only by comparing with competing products, so that an increasing number of modified semi-Scheiner-based systems started to spread, which no longer followed Scheiner's original procedures and thereby defeated the idea of comparability."
1,Who wrote the script for 'Someone's in the Kitchen'?,"He has been giving thanks to his games of his division DreamWorks Interactive most notable as Someone's in the Kitchen with script written by Animaniacs' Paul Rugg, Goosebumps: Escape from HorrorLand, The Neverhood (all in 1996), Skullmonkeys, Dilbert's Desktop Games, Goosebumps: Attack of the Mutant (all 1997), Boombots (1999), T'ai Fu: Wrath of the Tiger (1999), and Clive Barker's Undying (2001)."
1,Neoplatonism describes divinity as what?,"The writings of many[quantify] of these theologians indicate a clear influence of Greek metaphysical philosophies such as Neoplatonism, which characterized divinity as an utterly simple, immaterial, formless, substance/essence (ousia) that transcended all that was physical."
0,What is sheftalia?,"Pourgouri (bulgur, cracked wheat) is the traditional source of carbohydrate other than bread, and is used to make the delicacy koubes."
0,What are geneticists looking for?,"In addition, not all Native Americans have been tested, so scientists do not know for sure that Native Americans have only the genetic markers they have identified."
1,Who wrote 'The World In Grey'?,"Published in 2008, The World In Grey: Dom Bosco's Prophecy, by author Ryan J. Lucero, tells an apocalypticle story based on the famous prophecy from the late 19th century by the Italian saint Don Bosco."
0,Where was Otzi the Iceman discovered?,"His clothing and gear indicate that he lived in an alpine farming community, while the location and manner of his death - an arrowhead was discovered in his shoulder - suggests he was travelling from one place to another."
1,When did the FBI increase it's counter-terrorism role?,"Between 1993 and 1996, the FBI increased its counter-terrorism role in the wake of the first 1993 World Trade Center bombing in New York City, New York; the 1995 Oklahoma City bombing in Oklahoma City, Oklahoma; and the arrest of the Unabomber in 1996."
1,Who was Kerry's 2nd wife's previous husband?,"Kerry and his second wife, Mozambican-born businesswoman and philanthropist Maria Teresa Thierstein Simões Ferreira (known as Teresa), the widow of Kerry's late Pennsylvania Republican Senate colleague Henry John Heinz III, were introduced to each other by Heinz at an Earth Day rally in 1990."
0,Who disproved Sherrel's hypothesis?,They noted there is popular belief in a high rate of Native American admixture that is not supported by the data that has been collected.
0,Respiration for insects happens without what?,"Instead, the insect respiratory system uses a system of internal tubes and sacs through which gases either diffuse or are actively pumped, delivering oxygen directly to tissues that need it via their trachea (element 8 in numbered diagram)."
1,How many years after the extinction did animal recovery begin?,"Recent research indicates that the specialized animals that formed complex ecosystems, with high biodiversity, complex food webs and a variety of niches, took much longer to reestablish, recovery did not begin until the start of the mid-Triassic, 4M to 6M years after the extinction and was not complete until 30M years after the Permian–Triassic extinction event."
1,"In CST, what triggers a destructive immune response?","On the basis of CST, Burnet developed a theory of how an immune response is triggered according to the self/nonself distinction: ""self"" constituents (constituents of the body) do not trigger destructive immune responses, while ""nonself"" entities (e.g., pathogens, an allograft) trigger a destructive immune response."
0,How did the The Columbia Encyclopedia describe the Yuan dynasty?,"The Metropolitan Museum of Art writes that the Mongol rulers of the Yuan dynasty ""adopted Chinese political and cultural models; ruling from their capitals in Dadu, they assumed the role of Chinese emperors,"" although Tibetologist Thomas Laird dismissed the Yuan dynasty as a non-Chinese polity and plays down its Chinese characteristics."
0,Who forbid the use of the word slekta?,"After the Union of Horodło the Lithuanian nobility acquired equal status with the Polish szlachta, and over time began to become more and more polonized, although they did preserve their national consciousness, and in most cases recognition of their Lithuanian family roots."
1,What modified AV protocol does the 360 utilize?,"As the Xbox 360 uses a modified version of the UPnP AV protocol, some alternative UPnP servers such as uShare (part of the GeeXboX project) and MythTV can also stream media to the Xbox 360, allowing for similar functionality from non-Windows servers."
0,Where was the Qin dynasty based?,"Since the Yangtze flows through the basin and then through the perilous Yangzi Gorges to eastern and southern China, Sichuan was a staging area for amphibious military forces and a refuge for political refugees.[citation needed]"
0,"What does ""Jamahiriya"" mean?","Officially adopting a symbolic role in governance, he retained power as military commander-in-chief and head of the Revolutionary Committees responsible for policing and suppressing opponents."
0,Who were two of Chopin's contemporaries?,"He also notes that Chopin was fortunate to arrive in Paris in 1831—""the artistic environment, the publishers who were willing to print his music, the wealthy and aristocratic who paid what Chopin asked for their lessons""—and these factors, as well as his musical genius, also fuelled his contemporary and later reputation."
0,"Statistically, what is a Jehovah's Witnesses likely not to care about at all?","A sociological comparative study by the Pew Research Center found that Jehovah's Witnesses in the United States ranked highest in statistics for getting no further than high school graduation, belief in God, importance of religion in one's life, frequency of religious attendance, frequency of prayers, frequency of Bible reading outside of religious services, belief their prayers are answered, belief that their religion can only be interpreted one way, belief that theirs is the only one true faith leading to eternal life, opposition to abortion, and opposition to homosexuality."
0,Are basic antennas expensive?,"The dipole antenna, which is the basis for most antenna designs, is a balanced component, with equal but opposite voltages and currents applied at its two terminals through a balanced transmission line (or to a coaxial transmission line through a so-called balun)."
1,What limits the size of a trophic pyramid?,"Because only a fraction of energy is passed on to the next level, this hierarchy of predation must end somewhere, and very seldom goes higher than five or six levels, and may go only as high as three trophic levels (for example, a lion that preys upon large herbivores such as wildebeest, which in turn eat grasses)."
1,What type of yacht did Kerry buy?,"According to the Boston Herald, dated July 23, 2010, Kerry commissioned construction on a new $7 million yacht (a Friendship 75) in New Zealand and moored it in Portsmouth, Rhode Island, where the Friendship yacht company is based."
0,What is there little coherent relationships between?,"Though sexual attraction, behavior, and identity are all components of sexual orientation, if a person defined by one of these dimensions were congruent with those defined by another dimension it would not matter which was used in assessing orientation, but this is not the case."
0,Why is table sugar produced?,"Starch is the characteristic energy store of most land plants and algae, while inulin, a polymer of fructose is used for the same purpose in the sunflower family Asteraceae."
0,What is the culture in Strasbourg?,"Strasbourg's historic city centre, the Grande Île (Grand Island), was classified a World Heritage site by UNESCO in 1988, the first time such an honour was placed on an entire city centre."
1,Who stated Humanism creates of people placeholder?,"Humanism fabricates the human as much as it fabricates the nonhuman animal, suggests Timothy Laurie, turning the human into what he calls ""a placeholder for a range of attributes that have been considered most virtuous among humans (e.g. rationality, altruism), rather than most commonplace (e.g. hunger, anger)""."
1,Israel's legislative body is called what?,"Le'Zedek בית משפט גבוה לצדק; also known by its initials as Bagatz בג""ץ), the Supreme Court rules as a court of first instance, primarily in matters regarding the legality of decisions of State authorities: Government decisions, those of local authorities and other bodies and persons performing public functions under the law, and direct challenges to the constitutionality of laws enacted by the Knesset."
1,What percentage of people in Raleigh are white?,"The racial composition of the city was: 63.31% White, 27.80% Black or African American, 7.01% Hispanic or Latino American, 3.38% Asian American, 0.36% Native American, 0.04% Native Hawaiian or Other Pacific Islander, 3.24% some other race, and 1.88% two or more races."
1,Who passed the Osborne judgment?,"By 1913, faced with the opposition of the largest Trades Unions, the Liberal government passed the Trade Disputes Act to allow Trade Unions to fund Labour MPs once more."
1,How was the Portuguese bailout implemented?,"After the bailout was announced, the Portuguese government headed by Pedro Passos Coelho managed to implement measures with the intention of improve the State's financial situation, including tax hikes, a freeze of civil service-related lower-wages and cuts of higher-wages by 14.3%, on top of the government's spending cuts."
1,What states setup black conventions?,"In 1866 the Consolidated American Baptist Convention, formed from black Baptists of the South and West, helped southern associations set up black state conventions, which they did in Alabama, Arkansas, Virginia, North Carolina, and Kentucky."
1,What did Section 215 of the Patriot Act allow the FBI to search?,"On 30 July 2003, the American Civil Liberties Union (ACLU) filed the first legal challenge against Section 215 of the Patriot Act, claiming that it allows the FBI to violate a citizen's First Amendment rights, Fourth Amendment rights, and right to due process, by granting the government the right to search a person's business, bookstore, and library records in a terrorist investigation, without disclosing to the individual that records were being searched."
0,From what language did Sanskrit originate?,"Sanskrit (/ˈsænskrɪt/; Sanskrit: saṃskṛtam [səmskr̩t̪əm] or saṃskṛta, originally saṃskṛtā vāk, ""refined speech"") is the primary sacred language of Hinduism, a philosophical language in Buddhism, Hinduism, Sikhism and Jainism, and a literary language that was in use as a lingua franca in Greater India."
1,Which president began funding UNFPA again?,"In January 2009 President Barack Obama restored US funding to UNFPA, saying in a public statement that he would ""look forward to working with Congress to restore US financial support for the UN Population Fund."
0,synthesizers were used to create what house subgenre?,"Larry Heard, a.k.a. ""Mr. Fingers"", claims that the term ""house"" became popular due to many of the early DJs creating music in their own homes using synthesizers and drum machines such as the Roland TR-808, TR-909, and the TB 303.[citation needed]"
0,What provinces did Sangui control?,The vastness of China's territory meant that there were only enough banner troops to garrison key cities forming the backbone of a defense network that relied heavily on surrendered Ming soldiers.
1,What much money did Hanssen receive in cash?,"Hanssen was arrested on February 18, 2001 at Foxstone Park near his home in Vienna, Virginia, and was charged with selling US secrets to the USSR and subsequently Russia for more than US$1.4 million in cash and diamonds over a 22-year period."
1,Who was the diplomat for UNTAG?,"A combined UN civilian and peace-keeping force called UNTAG (United Nations Transition Assistance Group) under Finnish diplomat Martti Ahtisaari was deployed from April 1989 to March 1990 to monitor the peace process, elections and supervise military withdrawals."
0,Who refused a German-Soviet peace plan?,According to Molotov Germany had a legitimate interest in regaining its position as a great power and the Allies had started an aggressive war in order to maintain the Versailles system.
1,When was the new Gateway Community College open?,"Gateway Community College has a campus in downtown New Haven, formerly located in the Long Wharf district; Gateway consolidated into one campus downtown into a new state-of-the-art campus (on the site of the old Macy's building) and was open for the Fall 2012 semester."
1,What was the consequence of the theory of incompleteness?,"But von Neumann, who had participated at the Congress, confirmed his fame as an instantaneous thinker, and in less than a month was able to communicate to Gödel himself an interesting consequence of his theorem: namely that the usual axiomatic systems are unable to demonstrate their own consistency."
0,What does 'esperienza' mean?,"Vincenzo, through his tuning research, found the underlying truth at the heart of the misunderstood myth of 'Pythagoras' hammers' (the square of the numbers concerned yielded those musical intervals, not the actual numbers, as believed), and through this and other discoveries that demonstrated the fallibility of traditional authorities, a radically empirical attitude developed, passed on to Galileo, which regarded ""experience and demonstration"" as the sine qua non of valid rational enquiry."
0,When did Japan begin invading Korea?,"He is best known for his quote: ""If a man does not investigate into the matter of Bushido daily, it will be difficult for him to die a brave and manly death."
1,What is one primary source of orphan protein-coding genes?,"Two primary sources of orphan protein-coding genes are gene duplication followed by extremely rapid sequence change, such that the original relationship is undetectable by sequence comparisons, and formation through mutation of ""cryptic"" transcription start sites that introduce a new open reading frame in a region of the genome that did not previously code for a protein."
1,Where was Horace-Benedict de Saussure born?,"Born in Geneva, Saussure was enamored with the mountains from an early age; he left a law career to become a naturalist and spent many years trekking through the Bernese Oberland, the Savoy, the Piedmont and Valais, studying the glaciers and the geology, as he became an early proponent of the theory of rock upheaval."
0,When was Smartzone rolled out to customers?,"SmartZone users will be able to send and receive e-mail, listen to their voicemail messages online and forward that information via e-mail to others, send instant messages and video instant messages and merge their contacts into one address book."
1,What film was known in English as Going Places?,"Except for the two first films it produced, Claude Chabrol's Le scandale (English title The Champagne Murders) and Romain Gary's Les oiseaux vont mourir au Pérou (English title Birds in Peru), it was only involved in French or other European co-productions, the most noticeable ones being Louis Malle's Lacombe, Lucien, Bertrand Blier's Les Valseuses (English title Going Places), and Fred Zinnemann's The Day of the Jackal."
1,What were kozane made of?,"The kozane were made from either iron or leather and were bound together into small strips, the strips were coated with lacquer to protect the kozane from water."
0,What case was Jefferson's concept apropos to?,"Quoting the ""separation"" paragraph from Jefferson's letter to the Danbury Baptists, the court concluded that, ""coming as this does from an acknowledged leader of the advocates of the measure, it may be accepted almost as an authoritative declaration of the scope and effect of the amendment thus secured."""
0,When was the Battle of Agincourt?,"For ordinary purposes, the dates of events occurring prior to 15 October 1582 are generally shown as they appeared in the Julian calendar, with the year starting on 1 January, and no conversion to their Gregorian equivalents."
1,Who had exponential larger naval forces?,"Other historians argue that the outcome of the air battle was irrelevant; the massive numerical superiority of British naval forces and the inherent weakness of the Kriegsmarine would have made the projected German invasion, Unternehmen Seelöwe (Operation Sea Lion), a disaster with or without German air superiority."
1,Who invented the Osmanya script?,"Indigenous writing systems developed in the twentieth century include the Osmanya, Borama and Kaddare scripts, which were invented by Osman Yusuf Kenadid, Abdurahman Sheikh Nuur and Hussein Sheikh Ahmed Kaddare, respectively."
0,What percentage of Swiss people claimed no church affiliation in 2012?,"As of the 2000 census other Christian minority communities include Neo-Pietism (0.44%), Pentecostalism (0.28%, mostly incorporated in the Schweizer Pfingstmission), Methodism (0.13%), the New Apostolic Church (0.45%), Jehovah's Witnesses (0.28%), other Protestant denominations (0.20%), the Old Catholic Church (0.18%), other Christian denominations (0.20%). Non-Christian religions are Hinduism (0.38%), Buddhism (0.29%), Judaism (0.25%) and others (0.11%); 4.3% did not make a statement."
1,What does CGLI stand for?,"City and Guilds College was founded in 1876 from a meeting of 16 of the City of London's livery companies for the Advancement of Technical Education (CGLI), which aimed to improve the training of craftsmen, technicians, technologists, and engineers."
0,Neoplatonism describes divinity as what?,"Despite strong opposition from many Christians, this metaphysical depiction of God eventually became incorporated into the doctrine of the Christian church, displacing the original Judeo-Christian concept of a physical, corporeal God who created humans in His image and likeness."
1,How could pesticides travel over hundreds of miles?,"Pesticides that evaporate into the atmosphere at relatively high temperature can be carried considerable distances (thousands of kilometers) by the wind to an area of lower temperature, where they condense and are carried back to the ground in rain or snow."
0,When was the lowest temperature recorded in NYC?,"Winters are cold and damp, and prevailing wind patterns that blow offshore minimize the moderating effects of the Atlantic Ocean; yet the Atlantic and the partial shielding from colder air by the Appalachians keep the city warmer in the winter than inland North American cities at similar or lesser latitudes such as Pittsburgh, Cincinnati, and Indianapolis."
1,Why was this classification made?,"In 2008, the High Court in South Africa ruled that Chinese South Africans who were residents during the apartheid era (and their descendants) are to be reclassified as ""Black people,"" solely for the purposes of accessing affirmative action benefits, because they were also ""disadvantaged"" by racial discrimination."
1,"How many private vehicles travel Melbourne's 13,870 miles of road?","Like many Australian cities, Melbourne has a high dependency on the automobile for transport, particularly in the outer suburban areas where the largest number of cars are bought, with a total of 3.6 million private vehicles using 22,320 km (13,870 mi) of road, and one of the highest lengths of road per capita in the world."
0,Which army invaded Burma?,"The Axis states which assisted Japan included the authoritarian government of Thailand in World War II, which quickly formed a temporary alliance with the Japanese in 1941, as the Japanese forces were already invading the peninsula of southern Thailand."
1,Who founded the PASOK?,"Meanwhile, Andreas Papandreou founded the Panhellenic Socialist Movement (PASOK) in response to Karamanlis's conservative New Democracy party, with the two political formations alternating in government ever since."
0,What did Kerry fundraise for?,"After Kerry's 1972 defeat, he and his wife bought a house in Belvidere, Lowell, entering a decade which his brother Cameron later called ""the years in exile""."
0,When did Palmerston die?,"Victoria found Gladstone's demeanour far less appealing; he spoke to her, she is thought to have complained, as though she were ""a public meeting rather than a woman""."
0,What is Panentheism?,"—but only as an addition to the Jewish view of a personal god, not in the original pantheistic sense that denies or limits persona to God.[citation needed]"
1,What did the Scientific Revolution cause?,"The Scientific Revolution was a period when European ideas in classical physics, astronomy, biology, human anatomy, chemistry, and other classical sciences were rejected and led to doctrines supplanting those that had prevailed from Ancient Greece to the Middle Ages which would lead to a transition to modern science."
0,What move did Tazz make popular?,"Submission was initially a large factor in professional wrestling, but following the decline of the submission-oriented catch-as-catch-can style from mainstream professional wrestling, the submission largely faded until the rise of the legitimate sport of mixed martial arts."
1,Why have poachers killed endangered animals?,"However, excessive hunting and poachers have also contributed heavily to the endangerment, extirpation and extinction of many animals, such as the quagga, the great auk, Steller's sea cow, the thylacine, the bluebuck, the Arabian oryx, the Caspian and Javan tigers, the markhor, the Sumatran rhinoceros, the bison, the North American cougar, the Altai argali sheep, the Asian elephant and many more, primarily for commercial sale or sport."
0,Who taught the skills needed for the children to work?,"The work of children was important in pre-industrial societies, as children needed to provide their labour for their survival and that of their group. Pre-industrial societies were characterised by low productivity and short life expectancy, preventing children from participating in productive work would be more harmful to their welfare and that of their group in the long run."
1,What was Maclean's occupation?,"On 2 March 1882, Roderick Maclean, a disgruntled poet apparently offended by Victoria's refusal to accept one of his poems, shot at the Queen as her carriage left Windsor railway station."
0,What Hungarian general humiliated the Prussians?,"When the Prussian King Frederick was marching south with his powerful armies, the Hungarian general unexpectedly swung his force of 5,000, mostly hussars, around the Prussians and occupied part of their capital, Berlin, for one night."
1,"What were there 12,995 of in 2010?","According to the Federal Bureau of Investigation's Uniform Crime Reports, in 2010 the Raleigh Police Department and other agencies in the city reported 1,740 incidents of violent crime and 12,995 incidents of property crime – far below both the national average and the North Carolina average."
1,When was Elizabeth's Silver Jubilee?,"At her Silver Jubilee in 1977, the crowds and celebrations were genuinely enthusiastic, but in the 1980s, public criticism of the royal family increased, as the personal and working lives of Elizabeth's children came under media scrutiny."
1,Who is Toni Morrison?,"Christopher Hitchens was offended by the notion of Clinton as the first black president, noting, ""Mr Clinton, according to Toni Morrison, the Nobel Prize-winning novelist, is our first black President, the first to come from the broken home, the alcoholic mother, the under-the-bridge shadows of our ranking systems."
1,Have any other countries ever competed?,"In the early years other teams from Wales, Ireland and Scotland also took part in the competition, with Glasgow side Queen's Park losing the final to Blackburn Rovers in 1884 and 1885 before being barred from entering by the Scottish Football Association."
1,What evidence was found that Crucifixion did happen?,"Although almost all ancient sources relating to crucifixion are literary, the 1968 archeological discovery just northeast of Jerusalem of the body of a crucified man dated to the 1st century provided good confirmatory evidence that crucifixions occurred during the Roman period roughly according to the manner in which the crucifixion of Jesus is described in the gospels."
0,Who led the Soviet Eleventh Army?,Turkish forces under the command of Kazım Karabekir captured Armenian territories that Russia had annexed in the aftermath of the 1877–1878 Russo-Turkish War and occupied the old city of Alexandropol (present-day Gyumri).
0,When did the alternative comics movement begin?,"Following a sales peak in the early 1950s, the content of comic books (particularly crime and horror) was subjected to scrutiny from parent groups and government agencies, which culminated in Senate hearings that led to the establishment of the Comics Code Authority self-censoring body."
1,Where was Chopin's first concert in Paris held?,"Liszt was in attendance at Chopin's Parisian debut on 26 February 1832 at the Salle Pleyel, which led him to remark: ""The most vigorous applause seemed not to suffice to our enthusiasm in the presence of this talented musician, who revealed a new phase of poetic sentiment combined with such happy innovation in the form of his art."""
1,Who was the ruler of China in 885?,"They settled in Zhangzhou and brought the Middle Chinese phonology of northern China during the 7th century into Zhangzhou; In 885, (during the reign of Emperor Xizong of Tang), the two brothers Wang Chao (王潮) and Wang Shenzhi (王審知), led a military expedition force to pacify the Huang Chao rebellion."
0,What is the world's oldest department store?,"In terms of retailing history, one of the most significant facts about the Newcastle Bainbridge shop, is that as early as 1849 weekly takings were recorded by department, making it the earliest of all department stores."
1,When was the latest addition to the facade at St Mark's Basilica in Venice?,"Sometimes not only church interiors but façades were also decorated with mosaics in Italy like in the case of the St Mark's Basilica in Venice (mainly from the 17th–19th centuries, but the oldest one from 1270–75, ""The burial of St Mark in the first basilica""), the Cathedral of Orvieto (golden Gothic mosaics from the 14th century, many times redone) and the Basilica di San Frediano in Lucca (huge, striking golden mosaic representing the Ascension of Christ with the apostles below, designed by Berlinghiero Berlinghieri in the 13th century)."
0,Who owned Kingsbridge?,"In 1759, the farmers led by Jacobus Dyckman and Benjamin Palmer built a ""free bridge"" across the Harlem River which led to the abandonment of tolls altogether."
0,When did pragmatism arise?,"James popularized the term ""pragmatism"", giving Peirce full credit for its patrimony, but Peirce later demurred from the tangents that the movement was taking, and redubbed what he regarded as the original idea with the name of ""pragmaticism""."
1,What was the transportation advancement made possible by Sprague's designs?,"This allowed Sprague to use electric motors to invent the first electric trolley system in 1887–88 in Richmond VA, the electric elevator and control system in 1892, and the electric subway with independently powered centrally controlled cars, which were first installed in 1892 in Chicago by the South Side Elevated Railway where it became popularly known as the ""L""."
0,Who can decline a penalty?,One notable exception to this rule is if the kicking team on a 3rd down punt play is penalized before the kick occurs: the receiving team may not decline the penalty and take over on downs.
0,How can cars get exempt from the restrictions?,"There is an environmental program, called Hoy No Circula (""Today Does Not Run"", or ""One Day without a Car""), whereby vehicles that have not passed emissions testing are restricted from circulating on certain days according to the ending digit of their license plates; this in an attempt to cut down on pollution and traffic congestion."
0,When is Brasilia's rainy season?,"With 247.4 mm (9.7 in), January is the month with the highest rainfall of the year, while June is the lowest, with only 8.7 mm (0.3 in)."
1,What was Zhu's job?,"In 1725 Yongzheng bestowed the hereditary title of Marquis on a descendant of the Ming dynasty Imperial family, Zhu Zhiliang, who received a salary from the Qing government and whose duty was to perform rituals at the Ming tombs, and was also inducted the Chinese Plain White Banner in the Eight Banners."
1,Who invaded Armenia in 1920?,"In late 1920, the communists came to power following an invasion of Armenia by the Red Army, and in 1922, Armenia became part of the Transcaucasian SFSR of the Soviet Union, later forming the Armenian Soviet Socialist Republic (1936 to September 21, 1991)."
0,How many patients visit the hospitals annually?,"Health care and emergency medical service in the city of Paris and its suburbs are provided by the Assistance publique - Hôpitaux de Paris (AP-HP), a public hospital system that employs more than 90,000 people (including practitioners, support personnel, and administrators) in 44 hospitals."
1,Who colonized Brazil?,"Child labour has been a consistent struggle for children in Brazil ever since the country was colonized on April 22, 1550 by Pedro Álvares Cabral."
1,What is the uncertainty principle?,"For example, the uncertainty principle, according to which the determination of the position of a particle prevents the determination of its momentum and vice versa, is translated into the non-commutativity of the two corresponding operators."
1,Which musician attended Cass Tech?,Prominent emerging Jazz musicians of the 1960s included: trumpet player Donald Byrd who attended Cass Tech and performed with Art Blakey and the Jazz Messengers early in his career and Saxophonist Pepper Adams who enjoyed a solo career and accompanied Byrd on several albums.
1,What is another name for ectosymbiosis?,"Ectosymbiosis, also referred to as exosymbiosis, is any symbiotic relationship in which the symbiont lives on the body surface of the host, including the inner surface of the digestive tract or the ducts of exocrine glands."
0,Which class became a new military elite?,"Shōen holders had access to manpower and, as they obtained improved military technology (such as new training methods, more powerful bows, armor, horses, and superior swords) and faced worsening local conditions in the ninth century, military service became part of shōen life."
0,What have Orthodox churches condemned the perception of?,"One, but not the only expression of the ecumenical movement, has been the move to form united churches, such as the Church of South India, the Church of North India, the US-based United Church of Christ, the United Church of Canada, the Uniting Church in Australia and the United Church of Christ in the Philippines which have rapidly declining memberships."
0,Who established the Royal School of Mines?,"Prince Albert was a patron and supporter of the later developments in science teaching, which led to the Royal College of Chemistry becoming part of the Royal School of Mines, to the creation of the Royal College of Science and eventually to these institutions becoming part of his plan for South Kensington being an educational region."
1,What wood is decay-resistant when wet?,Elm in particular was used for this purpose as it resisted decay as long as it was kept wet (it also served for water pipe before the advent of more modern plumbing).
0,What are the benefits of USB 3.0?,"New features and functionality in Windows 8 include a faster startup through UEFI integration and the new ""Hybrid Boot"" mode (which hibernates the Windows kernel on shutdown to speed up the subsequent boot), a new lock screen with a clock and notifications, and the ability for enterprise users to create live USB versions of Windows (known as Windows To Go)."
1,On what film was videoconferencing widely used?,"For example, for the 2013 award-winning animated film Frozen, Burbank-based Walt Disney Animation Studios hired the New York City-based husband-and-wife songwriting team of Robert Lopez and Kristen Anderson-Lopez to write the songs, which required two-hour-long transcontinental videoconferences nearly every weekday for about 14 months."
0,When did the torch arrive in Vietnam?,"However to sustain its relationship with China the Vietnamese government has actively sought to head off protests during the torch relay, with Prime Minister Nguyễn Tấn Dũng warning government agencies that ""hostile forces"" may try to disrupt the torch relay."
1,Who went with Bell to Montreal?,"Once the family was settled in, both Bell and his father made plans to establish a teaching practice and in 1871, he accompanied his father to Montreal, where Melville was offered a position to teach his System of Visible Speech."
0,"What does ""A/D"" stand for?","If the data to be compressed is analog (such as a voltage that varies with time), quantization is employed to digitize it into numbers (normally integers)."
1,Who placed the chapel's cornerstone?,"The Blessed Virgin was proclaimed patroness of the city under the title of Virgen de los desamparados (Virgin of the Forsaken), and Archbishop Pedro de Urbina, on 31 June 1652, laid the cornerstone of the new chapel of this name."
1,Who was Harold Wilson's Defense Secretary?,"In January 1968, a few weeks after the devaluation of the pound, Prime Minister Harold Wilson and his Defence Secretary Denis Healey announced that British troops would be withdrawn from major military bases East of Suez, which included the ones in the Middle East, and primarily from Malaysia and Singapore."
0,In what pyramid position is an organism not preyed upon by any other predators?,"An apex predator in one environment may not retain this position as a top predator if introduced to another habitat, such as a dog among alligators, a skunk in the presence of the great horned owl immune to skunk spray, or a snapping turtle among jaguars; a predatory species introduced into an area where it faces no predators, such as a domestic cat or a dog in some insular environments, can become an apex predator by default."
0,Which family constructed the Basheer Bagh Palace?,"The other palaces include Falaknuma Palace (inspired by the style of Andrea Palladio), Purani Haveli, King Kothi and Bella Vista Palace all of which were built at the peak of Nizam rule in the 19th century."
0,When did external digestion develop?,"Animals have a tube (gastrointestinal tract) in which internal digestion occurs, which is more efficient because more of the broken down products can be captured, and the internal chemical environment can be more efficiently controlled."
1,"What movie, which filmed in Richmond, featured Daniel Day-Lewis?","Additionally, Richmond is gaining attention from the film and television industry, with several high-profile films shot in the metro region in the past few years, including the major motion picture Lincoln which led to Daniel Day-Lewis's third Oscar, Killing Kennedy with Rob Lowe, airing on the National Geographic Channel and Turn, starring Jamie Bell and airing on AMC."
1,What is Juan Atkins an originator of?,"Juan Atkins, an originator of Detroit techno music, claims the term ""house"" reflected the exclusive association of particular tracks with particular clubs and DJs; those records helped differentiate the clubs and DJs, and thus were considered to be their ""house"" records."
0,What was the coronation song?,"From ten of the most popular submissions, each of the final two contestants chose a song to perform, although neither of their selections was used as the ""coronation song""."
0,When was Alvise Cadamosto's voyage?,"In the 1480s this Portuguese explorer reached the Congo River and the lands of Bakongo, setting up the foundations of modern Angola, some 4200 km down the African coast from Guinea-Bissau."
1,Where can we find express powers?,"The federal government has certain express powers (also called enumerated powers) which are powers spelled out in the Constitution, including the right to levy taxes, declare war, and regulate interstate and foreign commerce."
1,Reaction with what causes dealkalization?,"Corrosion resistance of glass can be achieved by dealkalization, removal of the alkali ions from the glass surface by reaction with e.g. sulfur or fluorine compounds."
0,When had most samurai wives learned to read?,"Though many of the texts written for women during the Tokugawa period only pertained to how a woman could become a successful wife and household manager, there were those that undertook the challenge of learning to read, and also tackled philosophical and literary classics."
1,What was the first practical LED?,"After establishing the priority of their work based on engineering notebooks predating submissions from G.E. Labs, RCA Research Labs, IBM Research Labs, Bell Labs, and Lincoln Lab at MIT, the U.S. patent office issued the two inventors the patent for the GaAs infrared (IR) light-emitting diode (U.S. Patent US3293513), the first practical LED."
0,What castle was built at a strategic point?,"Feudal levies could only be raised for a fixed length of time before they returned home, forcing an end to a campaign; mercenary forces, often called Brabançons after the Duchy of Brabant but actually recruited from across northern Europe, could operate all year long and provide a commander with more strategic options to pursue a campaign, but cost much more than equivalent feudal forces."
